0,1
1,0
2,0
3,2
4,2
5,2
6,2
7,0
8,2
9,1
10,2
11,1
12,2
13,2
14,2
15,0
16,1
17,2
18,0
19,0
20,2
21,2
22,2
23,2
24,2
25,0
26,2
27,0
28,1
29,0
30,1
31,0
32,1
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,0
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,1
49,2
50,0
51,2
52,2
53,2
54,0
55,1
56,1
57,0
58,2
59,2
60,2
61,1
62,0
63,0
64,1
65,0
66,0
67,2
68,2
69,0
70,0
71,0
72,0
73,1
74,2
75,2
76,0
77,1
78,2
79,2
80,2
81,2
82,2
83,2
84,1
85,1
86,2
87,2
88,1
89,2
90,0
91,2
92,2
93,2
94,1
95,0
96,1
97,1
98,2
99,2
100,1
101,2
102,2
103,2
104,0
105,1
106,2
107,0
108,0
109,0
110,2
111,1
112,2
113,0
114,2
115,0
116,0
117,2
118,0
119,0
120,0
121,0
122,0
123,2
124,2
125,2
126,0
127,2
128,2
129,1
130,2
131,1
132,0
133,2
134,2
135,1
136,1
137,2
138,0
139,2
140,2
141,2
142,2
143,1
144,0
145,2
146,2
147,1
148,0
149,1
150,1
151,2
152,2
153,0
154,0
155,2
156,2
157,0
158,2
159,2
160,0
161,0
162,0
163,2
164,0
165,0
166,0
167,1
168,2
169,2
170,0
171,0
172,2
173,1
174,2
175,2
176,2
177,0
178,0
179,2
180,0
181,0
182,2
183,1
184,2
185,0
186,2
187,1
188,2
189,1
190,0
191,2
192,0
193,0
194,2
195,0
196,0
197,2
198,0
199,2
200,2
201,0
202,1
203,1
204,1
205,0
206,0
207,1
208,1
209,2
210,1
211,2
212,2
213,1
214,2
215,2
216,2
217,2
218,1
219,0
220,0
221,2
222,0
223,0
224,0
225,1
226,2
227,2
228,2
229,2
230,1
231,0
232,2
233,2
234,2
235,2
236,2
237,0
238,2
239,0
240,1
241,1
242,2
243,2
244,2
245,0
246,1
247,0
248,2
249,1
250,2
251,0
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,1
264,2
265,0
266,2
267,2
268,2
269,1
270,0
271,1
272,2
273,0
274,0
275,2
276,0
277,2
278,0
279,2
280,1
281,2
282,0
283,0
284,2
285,2
286,1
287,0
288,1
289,2
290,2
291,0
292,0
293,2
294,2
295,0
296,2
297,2
298,0
299,2
300,0
301,2
302,2
303,0
304,2
305,2
306,0
307,2
308,0
309,0
310,0
311,2
312,2
313,1
314,2
315,1
316,2
317,2
318,1
319,0
320,2
321,0
322,2
323,0
324,0
325,2
326,2
327,2
328,2
329,2
330,1
331,0
332,2
333,0
334,0
335,2
336,2
337,2
338,2
339,0
340,2
341,0
342,1
343,2
344,2
345,2
346,1
347,1
348,2
349,2
350,2
351,2
352,1
353,2
354,2
355,2
356,1
357,0
358,2
359,0
360,2
361,2
362,1
363,2
364,2
365,2
366,0
367,2
368,0
369,2
370,1
371,2
372,2
373,0
374,0
375,0
376,0
377,2
378,2
379,2
380,0
381,0
382,2
383,0
384,1
385,2
386,1
387,2
388,2
389,2
390,0
391,2
392,0
393,2
394,0
395,1
396,2
397,2
398,2
399,1
400,1
401,2
402,2
403,1
404,1
405,2
406,2
407,0
408,2
409,2
410,2
411,2
412,2
413,0
414,0
415,1
416,2
417,0
418,2
419,0
420,0
421,2
422,2
423,2
424,0
425,2
426,1
427,2
428,0
429,2
430,0
431,2
432,2
433,2
434,0
435,1
436,1
437,1
438,2
439,2
440,2
441,0
442,2
443,0
444,1
445,0
446,1
447,0
448,2
449,2
450,2
451,0
452,1
453,1
454,1
455,2
456,0
457,2
458,2
459,2
460,2
461,0
462,2
463,0
464,2
465,0
466,2
467,0
468,0
469,0
470,2
471,0
472,0
473,2
474,2
475,2
476,1
477,0
478,2
479,2
480,2
481,1
482,2
483,2
484,2
485,0
486,1
487,0
488,2
489,0
490,0
491,1
492,2
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,2
501,1
502,0
503,0
504,0
505,2
506,2
507,0
508,0
509,1
510,1
511,0
512,1
513,0
514,0
515,0
516,0
517,1
518,2
519,1
520,1
521,2
522,2
523,2
524,1
525,2
526,2
527,0
528,0
529,0
530,0
531,1
532,2
533,2
534,1
535,2
536,2
537,2
538,2
539,1
540,0
541,2
542,2
543,0
544,1
545,0
546,2
547,2
548,2
549,2
550,2
551,2
552,2
553,0
554,1
555,2
556,1
557,1
558,1
559,0
560,2
561,1
562,0
563,0
564,2
565,0
566,2
567,2
568,2
569,2
570,0
571,2
572,2
573,0
574,2
575,1
576,1
577,0
578,2
579,0
580,2
581,2
582,2
583,1
584,2
585,0
586,0
587,2
588,2
589,2
590,1
591,0
592,2
593,1
594,0
595,0
596,1
597,1
598,2
599,1
600,0
601,2
602,1
603,2
604,2
605,0
606,0
607,1
608,0
609,1
610,0
611,0
612,0
613,2
614,1
615,2
616,2
617,0
618,1
619,2
620,1
621,1
622,2
623,0
624,0
625,1
626,1
627,1
628,2
629,2
630,0
631,0
632,2
633,1
634,1
635,1
636,0
637,2
638,1
639,1
640,2
641,0
642,0
643,2
644,0
645,2
646,0
647,2
648,2
649,2
650,0
651,2
652,2
653,0
654,2
655,2
656,2
657,2
658,1
659,2
660,1
661,1
662,0
663,0
664,2
665,2
666,1
667,2
668,2
669,2
670,0
671,1
672,1
673,2
674,1
675,0
676,0
677,1
678,0
679,0
680,1
681,2
682,0
683,2
684,2
685,2
686,2
687,1
688,2
689,1
690,0
691,0
692,1
693,0
694,2
695,2
696,1
697,0
698,0
699,2
700,1
701,0
702,2
703,2
704,1
705,0
706,2
707,1
708,2
709,0
710,0
711,2
712,0
713,2
714,0
715,2
716,2
717,1
718,0
719,2
720,0
721,2
722,2
723,2
724,1
725,2
726,1
727,2
728,2
729,2
730,2
731,2
732,2
733,1
734,2
735,0
736,2
737,0
738,0
739,2
740,2
741,0
742,2
743,1
744,2
745,1
746,2
747,2
748,0
749,2
750,0
751,2
752,1
753,0
754,0
755,2
756,2
757,2
758,2
759,0
760,2
761,2
762,2
763,0
764,2
765,0
766,1
767,0
768,2
769,0
770,2
771,2
772,2
773,2
774,1
775,2
776,0
777,0
778,0
779,2
780,2
781,2
782,1
783,2
784,0
785,0
786,0
787,1
788,2
789,0
790,1
791,0
792,2
793,1
794,0
795,2
796,1
797,2
798,1
799,2
800,2
801,0
802,0
803,1
804,2
805,1
806,2
807,2
808,2
809,0
810,2
811,1
812,2
813,2
814,2
815,2
816,0
817,0
818,2
819,2
820,0
821,0
822,0
823,1
824,2
825,2
826,0
827,2
828,2
829,2
830,2
831,0
832,1
833,2
834,1
835,0
836,1
837,1
838,0
839,2
840,1
841,2
842,0
843,0
844,0
845,2
846,2
847,2
848,2
849,0
850,2
851,2
852,2
853,2
854,1
855,2
856,0
857,0
858,0
859,0
860,0
861,2
862,2
863,2
864,0
865,0
866,2
867,1
868,1
869,1
870,2
871,0
872,1
873,2
874,1
875,2
876,2
877,2
878,2
879,1
880,2
881,2
882,1
883,2
884,2
885,1
886,0
887,2
888,0
889,1
890,1
891,0
892,2
893,0
894,1
895,2
896,2
897,2
898,1
899,1
900,2
901,1
902,2
903,2
904,0
905,0
906,1
907,1
908,0
909,1
910,0
911,2
912,0
913,2
914,0
915,2
916,2
917,2
918,2
919,1
920,0
921,2
922,2
923,0
924,0
925,2
926,2
927,0
928,2
929,0
930,2
931,1
932,2
933,0
934,2
935,0
936,0
937,2
938,0
939,2
940,0
941,2
942,0
943,2
944,1
945,2
946,2
947,1
948,0
949,0
950,2
951,1
952,2
953,2
954,2
955,2
956,1
957,0
958,1
959,2
960,0
961,0
962,2
963,2
964,1
965,1
966,2
967,0
968,0
969,2
970,2
971,2
972,1
973,1
974,2
975,1
976,2
977,0
978,2
979,0
980,2
981,1
982,1
983,1
984,2
985,2
986,2
987,2
988,2
989,2
990,2
991,2
992,2
993,2
994,2
995,0
996,2
997,1
998,0
999,2
